,bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
375,3.0,0,3.0,3,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,25000000.0
376,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,15000000.0
377,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
378,2.0,0,2.0,2,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,20000000.0
379,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,22000000.0
380,4.0,0,4.0,4,Victoria Island,Lagos,0,0.0,0,Terraced Duplex,25000000.0
381,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,60000000.0
382,4.0,0,4.0,4,Ikoyi,Lagos,0,0.0,0,Massionette,45000000.0
383,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,20000000.0
384,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,35000000.0
385,4.0,0,4.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,35000000.0
386,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
387,3.0,0,3.0,3,Ikoyi,Lagos,0,0.0,0,Massionette,30000000.0
388,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
389,2.0,0,2.0,2,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,20000000.0
390,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
391,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,7500000.0
392,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
393,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,13000000.0
394,3.0,0,3.0,3,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,35000000.0
395,4.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Terraced Duplex,5000000.0
396,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12500000.0
397,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
398,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
399,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,12000000.0
400,3.0,0,3.0,3,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,40000000.0
401,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,9000000.0
402,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
403,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,13000000.0
404,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
405,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
406,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
407,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,12000000.0
408,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
409,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
410,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12500000.0
411,4.0,0,4.0,5,Ikoyi,Lagos,1,0.0,0,Terraced Duplex,60000000.0
412,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,30000000.0
421,3.0,0,3.0,4,Yaba,Lagos,0,0.0,0,Flat Apartment,5000000.0
423,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Flat Apartment,3000000.0
430,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Flat Apartment,2500000.0
431,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
433,2.0,0,1.0,2,Yaba,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
434,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Massionette,25000000.0
435,4.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Detached Duplex,11000000.0
436,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,8500000.0
437,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
438,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
439,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
440,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Terraced Duplex,4500000.0
441,5.0,0,6.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
442,3.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
443,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
444,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
445,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,13500000.0
446,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,15000000.0
447,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
448,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
449,3.0,0,3.0,3,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,25000000.0
450,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,22000000.0
451,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6500000.0
452,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,12000000.0
453,3.0,0,3.0,3,Ikoyi,Lagos,0,0.0,0,Massionette,30000000.0
454,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
455,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,35000000.0
456,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,20000000.0
457,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
458,2.0,0,2.0,2,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,20000000.0
459,4.0,0,4.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,35000000.0
460,4.0,0,4.0,4,Ikoyi,Lagos,0,0.0,0,Massionette,45000000.0
461,4.0,0,4.0,4,Victoria Island,Lagos,0,0.0,0,Terraced Duplex,25000000.0
462,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,60000000.0
463,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,13000000.0
464,4.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Terraced Duplex,5000000.0
465,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
466,3.0,0,3.0,3,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,35000000.0
467,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,7500000.0
468,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
469,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12500000.0
470,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12000000.0
471,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,8000000.0
472,5.0,0,6.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
473,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,12000000.0
474,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
475,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
476,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
477,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
478,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
479,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12500000.0
480,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12500000.0
481,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12000000.0
482,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,8000000.0
483,5.0,0,6.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
486,4.0,0,4.0,5,Ikoyi,Lagos,1,0.0,0,Terraced Duplex,60000000.0
488,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,30000000.0
496,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Flat Apartment,3000000.0
500,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Flat Apartment,2500000.0
505,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
506,2.0,0,1.0,2,Yaba,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
507,3.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Semi Detached Duplex,3500000.0
509,4.0,0,4.0,5,Ikoyi,Lagos,1,0.0,0,Terraced Duplex,60000000.0
511,5.0,0,5.0,6,Asokoro,Abuja,0,15.0,1,Detached Duplex,50000000.0
512,5.0,0,5.0,6,Asokoro,Abuja,0,15.0,1,Detached Duplex,50000000.0
514,5.0,0,5.0,6,Asokoro,Abuja,0,15.0,1,Detached Duplex,40000000.0
516,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Massionette,50000000.0
517,6.0,0,6.0,7,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,20000000.0
518,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,5500000.0
519,2.0,0,2.0,3,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,13000000.0
520,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
521,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Massionette,9000000.0
522,2.0,0,2.0,3,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,40000000.0
523,3.0,0,3.0,4,Victoria Island,Lagos,0,12.0,0,Blocks Of Flats,30000000.0
524,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,80000000.0
525,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,12000000.0
526,10.0,0,10.0,10,Lekki,Lagos,0,0.0,0,School Commercial Property,45000000.0
527,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
528,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Detached Duplex,17000000.0
529,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,12000000.0
530,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,11000000.0
531,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
532,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,55000000.0
533,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,30000000.0
534,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,11000000.0
535,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Detached Duplex,17000000.0
536,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,10000000.0
537,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,35000000.0
538,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8500000.0
539,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7500000.0
540,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7000000.0
541,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
542,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,17000000.0
543,2.0,0,2.0,3,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,25000000.0
545,4.0,0,4.0,5,Ibadan,Oyo,0,0.0,0,Detached Duplex,7000000.0
546,4.0,0,4.0,5,Ibadan,Oyo,0,0.0,0,Terraced Duplex,4000000.0
547,2.0,0,1.0,2,Ibadan,Oyo,0,0.0,0,Self Contain Flat Apartment,3500000.0
548,2.0,0,1.0,2,Ibadan,Oyo,0,0.0,0,Self Contain Flat Apartment,3500000.0
550,2.0,0,1.0,2,Ibadan,Oyo,0,0.0,0,Self Contain Flat Apartment,3500000.0
552,5.0,0,5.0,6,Ibadan,Oyo,0,0.0,0,Detached Duplex,5000000.0
555,4.0,0,4.0,5,Ibadan,Oyo,0,0.0,0,Self Contain Flat Apartment,7000000.0
556,2.0,0,1.0,2,Ibadan,Oyo,0,0.0,0,Self Contain Flat Apartment,4000000.0
558,2.0,0,1.0,2,Ibadan,Oyo,0,0.0,0,Self Contain Flat Apartment,1800000.0
564,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
565,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,35000000.0
566,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,13000000.0
567,4.0,0,4.0,5,Lekki,Lagos,0,17.0,0,Terraced Duplex,25000000.0
568,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Terraced Duplex,10000000.0
569,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
570,5.0,0,5.0,6,Wuye,Abuja,0,0.0,0,Semi Detached Duplex,30000000.0
571,4.0,0,4.0,5,Life Camp,Abuja,0,0.0,0,Terraced Duplex,9000000.0
572,4.0,0,4.0,5,Life Camp,Abuja,0,0.0,0,Terraced Duplex,9000000.0
573,4.0,0,4.0,5,Life Camp,Abuja,0,0.0,0,Terraced Duplex,12000000.0
574,3.0,1,4.0,4,Apo,Abuja,0,8.0,1,Blocks Of Flats,7000000.0
575,4.0,1,5.0,5,Guzape,Abuja,0,8.0,1,Terraced Duplex,17000000.0
576,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,40000000.0
577,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
578,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
579,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,11000000.0
580,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
581,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6500000.0
582,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
583,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
584,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,13500000.0
585,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
586,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,12000000.0
587,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
588,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Detached Duplex,20000000.0
589,2.0,0,2.0,3,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,25000000.0
590,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,30000000.0
591,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,9500000.0
592,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Massionette,25000000.0
593,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,30000000.0
594,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,9500000.0
595,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,13000000.0
596,2.0,0,2.0,3,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,12000000.0
597,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Terraced Duplex,35000000.0
598,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Detached Duplex,50000000.0
599,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,12000000.0
600,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Massionette,45000000.0
601,2.0,0,2.0,3,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
602,2.0,0,2.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,2600000.0
603,4.0,0,4.0,5,Ibadan,Oyo,0,0.0,0,Terraced Duplex,7000000.0
604,4.0,0,4.0,5,Ibadan,Oyo,0,0.0,0,Terraced Duplex,6000000.0
605,3.0,0,3.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,3000000.0
606,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Semi Detached Duplex,7000000.0
607,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Flat Apartment,3000000.0
608,3.0,0,4.0,4,Ajah,Lagos,0,15.0,1,Flat Apartment,3000000.0
609,3.0,1,4.0,4,Ajah,Lagos,0,8.0,0,Terraced Duplex,2500000.0
610,3.0,0,4.0,4,Ajah,Lagos,0,15.0,1,Flat Apartment,60000000.0
611,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2700000.0
612,3.0,0,4.0,4,Ajah,Lagos,0,15.0,0,Flat Apartment,2800000.0
613,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2000000.0
614,2.0,1,3.0,3,Ajah,Lagos,0,8.0,1,Flat Apartment,2700000.0
615,2.0,1,3.0,3,Ajah,Lagos,0,8.0,0,Flat Apartment,2700000.0
616,2.0,0,3.0,3,Ajah,Lagos,0,6.0,0,Flat Apartment,1500000.0
617,2.0,1,3.0,3,Ajah,Lagos,0,18.0,0,Flat Apartment,1500000.0
618,1.0,0,1.0,1,Ajah,Lagos,0,15.0,1,mini flat Self Contain Flat Apartment,750000.0
619,3.0,1,4.0,4,Ajah,Lagos,0,8.0,0,Flat Apartment,2500000.0
620,3.0,0,4.0,4,Lekki,Lagos,0,15.0,1,Flat Apartment,6000000.0
621,1.0,0,2.0,2,Ajah,Lagos,0,15.0,1,Mini flat Apartment,1600000.0
622,3.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
623,1.0,1,2.0,2,Ajah,Lagos,0,8.0,0,Mini flat Apartment,1500000.0
625,2.0,1,3.0,3,Ajah,Lagos,0,8.0,0,Flat Apartment,3000000.0
626,1.0,0,2.0,2,Ajah,Lagos,0,15.0,1,Mini flat Apartment,1500000.0
627,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,13000000.0
628,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,7000000.0
629,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
630,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,15000000.0
631,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,30000000.0
632,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
633,3.0,0,4.0,4,Ibadan,Oyo,0,0.0,0,Detached Bungalow,2500000.0
634,3.0,0,3.0,4,Ibadan,Oyo,0,11.0,0,Blocks Of Flats,5500000.0
635,4.0,1,4.0,5,Ibadan,Oyo,0,8.0,1,Detached Duplex,8000000.0
636,3.0,1,4.0,4,Ibadan,Oyo,0,8.0,0,Blocks Of Flats,4000000.0
638,3.0,0,4.0,4,Ibadan,Oyo,0,6.0,0,Blocks Of Flats,4500000.0
639,3.0,0,4.0,4,Ibadan,Oyo,0,0.0,0,Semi Detached Duplex,3500000.0
640,4.0,0,4.0,4,Asokoro,Abuja,0,0.0,0,Terraced Duplex,17000000.0
641,3.0,0,3.0,3,Jahi,Abuja,0,0.0,0,Flat Apartment,10000000.0
642,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,800000.0
643,4.0,1,5.0,4,Ibadan,Oyo,0,18.0,0,Detached Duplex,10000000.0
644,5.0,0,5.0,6,Ibadan,Oyo,0,18.0,0,Detached Duplex,8000000.0
645,1.0,1,1.0,1,Ajah,Lagos,0,15.0,0,mini flat Self Contain Flat Apartment,450000.0
646,1.0,0,1.0,1,Ajah,Lagos,0,15.0,0,mini flat Self Contain Flat Apartment,600000.0
647,1.0,0,2.0,2,Ajah,Lagos,0,15.0,0,Mini flat Apartment,1400000.0
648,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2000000.0
649,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2500000.0
650,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2500000.0
651,5.0,0,6.0,6,Jahi,Abuja,0,15.0,0,Terraced Duplex,20000000.0
652,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2000000.0
653,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2000000.0
654,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2600000.0
655,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1800000.0
656,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1500000.0
657,3.0,0,4.0,4,Mabushi,Abuja,0,15.0,0,Flat Apartment,13500000.0
660,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Semi Detached Duplex,20000000.0
662,1.0,0,1.0,2,Lekki,Lagos,1,0.0,0,Mini flat Apartment,3500000.0
663,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,5000000.0
664,4.0,1,4.0,5,Lekki,Lagos,1,15.0,0,Detached Duplex,12000000.0
665,1.0,1,1.0,2,Lekki,Lagos,0,17.0,0,Mini flat Apartment,2500000.0
666,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Semi Detached Duplex,8000000.0
667,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,20000000.0
668,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,13000000.0
670,5.0,0,5.0,6,Lekki,Lagos,1,11.0,0,Detached Duplex,15000000.0
672,4.0,0,4.0,5,Lekki,Lagos,1,12.0,0,Semi Detached Duplex,10000000.0
673,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,6000000.0
674,3.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,3500000.0
675,1.0,0,1.0,2,Lekki,Lagos,1,0.0,0,Mini flat Apartment,6000000.0
677,3.0,1,3.0,4,Lekki,Lagos,1,8.0,0,Flat Apartment,5000000.0
680,3.0,0,3.0,4,Lekki,Lagos,1,0.0,0,Semi Detached Duplex,6000000.0
681,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Commercial Property,5000000.0
682,1.0,0,1.0,2,Lekki,Lagos,1,0.0,0,Mini flat Apartment,2500000.0
683,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,6500000.0
685,2.0,1,2.0,3,Lekki,Lagos,1,15.0,0,Flat Apartment,6000000.0
686,2.0,1,2.0,3,Lekki,Lagos,0,8.0,0,Flat Apartment,15000000.0
687,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Detached Duplex,7000000.0
688,5.0,0,5.0,6,Lekki,Lagos,1,0.0,0,Detached Duplex,8000000.0
689,2.0,0,2.0,2,Lekki,Lagos,1,0.0,0,Flat Apartment,3800000.0
690,2.0,0,2.0,2,Lekki,Lagos,1,0.0,0,Flat Apartment,8000000.0
691,1.0,0,1.0,2,Lekki,Lagos,0,15.0,0,Mini flat Apartment,3500000.0
692,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Semi Detached Duplex,8000000.0
693,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Semi Detached Duplex,6500000.0
694,2.0,0,1.0,1,Lekki,Lagos,1,0.0,0,Flat Apartment,4000000.0
695,2.0,0,2.0,2,Lekki,Lagos,1,0.0,0,Flat Apartment,3800000.0
696,4.0,0,4.0,5,Gbagada,Lagos,0,0.0,0,Detached Duplex,10000000.0
697,2.0,0,2.0,3,Gbagada,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
698,2.0,0,2.0,3,Maryland,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
699,4.0,0,4.0,5,Maryland,Lagos,0,0.0,0,Detached Duplex,10000000.0
700,3.0,0,3.0,4,Gbagada,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
701,3.0,0,3.0,4,Maryland,Lagos,0,0.0,0,Blocks Of Flats,3500000.0
702,3.0,0,3.0,4,Gbagada,Lagos,0,0.0,0,Blocks Of Flats,3500000.0
703,3.0,0,3.0,4,Gbagada,Lagos,0,0.0,0,Blocks Of Flats,4000000.0
704,3.0,0,3.0,4,Maryland,Lagos,0,0.0,0,Blocks Of Flats,3200000.0
705,3.0,0,3.0,4,Maryland,Lagos,0,0.0,0,Blocks Of Flats,3500000.0
706,2.0,0,2.0,3,Gbagada,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
707,2.0,0,2.0,3,Maryland,Lagos,0,0.0,0,Blocks Of Flats,4000000.0
708,3.0,0,3.0,3,Gbagada,Lagos,0,0.0,0,Terraced Duplex,5000000.0
715,2.0,0,2.0,3,Ilupeju,Lagos,0,0.0,0,Flat Apartment,2000000.0
716,1.0,1,2.0,2,Ilupeju,Lagos,0,8.0,0,Mini flat Apartment,1200000.0
718,1.0,1,2.0,2,Ilupeju,Lagos,0,8.0,0,mini flat Flat Apartment,1200000.0
719,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1500000.0
720,3.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,5000000.0
721,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,850000.0
724,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,7000000.0
726,2.0,0,2.0,3,Ikorodu,Lagos,0,0.0,0,Flat Apartment,1200000.0
727,1.0,0,1.0,2,Ikorodu,Lagos,0,0.0,0,Mini flat Apartment,400000.0
731,3.0,1,3.0,4,Ikoyi,Lagos,0,15.0,1,Flat Apartment,35000000.0
732,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Flat Apartment,10000000.0
733,1.0,1,1.0,2,Lekki,Lagos,1,15.0,1,Mini flat Apartment,5000000.0
735,5.0,1,5.0,6,Lekki,Lagos,0,8.0,0,Detached Duplex,10000000.0
736,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1500000.0
737,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,5500000.0
738,2.0,0,3.0,3,Okota,Lagos,0,15.0,1,Flat Apartment,2500000.0
739,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Terraced Duplex,6000000.0
