bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
3,No,3,4,Ikoyi,Lagos,No,,No,Flat Apartment," $50,000/year"
6,No,6,7,Ikoyi,Lagos,No,,No,Detached Duplex," $120,000/year"
3,Yes,3,4,Ikoyi,Lagos,No,8,Yes,Flat Apartment," ₦35,000,000/year"
5,No,5,5,Ikoyi,Lagos,No,,No,Detached Duplex," $100,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,Yes,Detached Duplex," ₦55,000,000"
3,No,4,4,Lekki,Lagos,No,,No,Flat Apartment," ₦10,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦6,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
4,No,4,5,Ikoyi,Lagos,No,,No,Flat Apartment," $50,000/year"
,No,,,Life Camp,Abuja,No,,No,," $45,000/year"
,No,,,Wuse 2,Abuja,No,,No,," ₦45,000,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦7,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦4,500,000/year"
,No,,,Lekki,Lagos,No,,No,Detached Duplex," ₦16,000,000/year"
,No,,,Wuse 1,Abuja,No,,No,Flat Apartment," $55,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦13,000,000/year"
,No,,,Wuse 2,Abuja,No,,No,Terraced Duplex," ₦25,000,000/year"
,No,,,Ibeju-Lekki,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
,No,,,Lekki,Lagos,No,,No,Detached Duplex," ₦35,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦5,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦25,000,000/year"
,No,,,Ojodu,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦7,500,000/year"
2,No,2,3,Ajah,Lagos,No,,No,Flat Apartment," ₦2,200,000"
,Yes,,,Lekki,Lagos,No,8,No,," ₦7,000,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦12,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦15,000,000"
4,No,4,4,Ajah,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
4,No,4,4,Ikoyi,Lagos,No,,No,Detached Duplex," ₦150,000,000"
3,No,3,3,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦45,000,000/year"
4,No,5,5,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦60,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Massionette," ₦50,000,000/year"
4,No,4,4,Ajah,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
3,No,3,3,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦20,000,000/year"
4,No,4,4,Ajah,Lagos,No,,No,Semi Detached Duplex," ₦6,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,500,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦12,000,000/year"
4,No,4,4,Ajah,Lagos,No,,No,Detached Duplex," ₦11,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000"
4,No,4,4,Lekki,Lagos,No,,No,Massionette," ₦25,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦4,500,000/year"
4,No,4,4,Ajah,Lagos,No,,No,Detached Duplex," ₦11,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000"
4,No,4,4,Lekki,Lagos,No,,No,Massionette," ₦25,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
3,No,4,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
5,No,6,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦13,500,000"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦15,000,000"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦6,500,000"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦12,000,000"
3,No,3,3,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦25,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000/year"
2,No,2,2,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦20,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦22,000,000/year"
4,No,4,4,Victoria Island,Lagos,No,,No,Terraced Duplex," ₦25,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦60,000,000"
4,No,4,4,Ikoyi,Lagos,No,,No,Massionette," ₦45,000,000"
3,No,3,3,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000"
5,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦35,000,000"
4,No,4,4,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦35,000,000"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000"
3,No,3,3,Ikoyi,Lagos,No,,No,Massionette," ₦30,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
2,No,2,2,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦20,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,500,000"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦13,000,000/year"
3,No,3,3,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦35,000,000/year"
4,No,4,4,Ajah,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,500,000"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦10,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Detached Duplex," ₦10,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦12,000,000/year"
3,No,3,3,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦40,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦9,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦13,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Detached Duplex," ₦10,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦12,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Detached Duplex," ₦10,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦10,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,500,000"
4,No,4,5,Ikoyi,Lagos,Yes,,No,Terraced Duplex," ₦60,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦30,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦1,000,000/month"
,No,,,Yaba,Lagos,No,,No,," ₦800,000/year"
,No,,4,Yaba,Lagos,No,,No,," ₦8,800,000/year"
,No,,2,Yaba,Lagos,No,,No,," ₦8,500,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦850,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦4,700,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦7,400,000/year"
,No,,2,Yaba,Lagos,No,,No,," ₦3,000,000/year"
3,No,3,4,Yaba,Lagos,No,,No,Flat Apartment," ₦5,000,000/year"
,No,,1,Lekki,Lagos,No,,No,," ₦3,500,000/year"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦4,700,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦7,400,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦80,000,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦800,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦1,000,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦1,500,000/year"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦75,000,000/year"
,No,,,Yaba,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Massionette," ₦25,000,000/year"
4,No,4,4,Ajah,Lagos,No,,No,Detached Duplex," ₦11,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦4,500,000/year"
5,No,6,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
3,No,4,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦13,500,000"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦15,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦15,000,000"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000/year"
3,No,3,3,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦25,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦22,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦6,500,000"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦12,000,000"
3,No,3,3,Ikoyi,Lagos,No,,No,Massionette," ₦30,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦35,000,000"
3,No,3,3,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000"
2,No,2,2,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦20,000,000/year"
4,No,4,4,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦35,000,000"
4,No,4,4,Ikoyi,Lagos,No,,No,Massionette," ₦45,000,000"
4,No,4,4,Victoria Island,Lagos,No,,No,Terraced Duplex," ₦25,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦60,000,000"
3,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦13,000,000/year"
4,No,4,4,Ajah,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
3,No,3,3,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦35,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,500,000"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,500,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,000,000/year"
5,No,6,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦12,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Detached Duplex," ₦10,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Detached Duplex," ₦10,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦10,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,500,000"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,500,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,000,000/year"
5,No,6,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
,No,,2,Yaba,Lagos,No,,No,," ₦8,500,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦800,000/year"
4,No,4,5,Ikoyi,Lagos,Yes,,No,Terraced Duplex," ₦60,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦1,000,000/month"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦30,000,000/year"
,No,,4,Yaba,Lagos,No,,No,," ₦8,800,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦850,000/year"
,No,,3,Yaba,Lagos,No,,No,," ₦7,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,700,000/year"
,No,,1,Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦7,400,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦4,700,000/year"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
,No,,3,Yaba,Lagos,No,,No,," ₦7,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,700,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦80,000,000/year"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦1,000,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦800,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦75,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
,No,,,Yaba,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
3,No,2,3,Yaba,Lagos,No,,No,Semi Detached Duplex," ₦3,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦85,000,000/year"
4,No,4,5,Ikoyi,Lagos,Yes,,No,Terraced Duplex," ₦60,000,000/year"
,No,,6,Yaba,Lagos,No,,No,," ₦12,500,000/year"
5,No,5,6,Asokoro,Abuja,No,15,Yes,Detached Duplex," ₦50,000,000/year"
5,No,5,6,Asokoro,Abuja,No,15,Yes,Detached Duplex," ₦50,000,000/year"
,No,,,Lokogoma,Abuja,No,15,Yes,," ₦65,000,000/year"
5,No,5,6,Asokoro,Abuja,No,15,Yes,Detached Duplex," ₦40,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,," ₦16,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,,No,Massionette," ₦50,000,000/year"
6,No,6,7,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000/year"
4,No,4,5,Lekki,Lagos,Yes,,No,Terraced Duplex," ₦5,500,000/year"
2,No,2,3,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦13,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Detached Duplex," ₦10,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Massionette," ₦9,000,000/year"
2,No,2,3,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦40,000,000/year"
3,No,3,4,Victoria Island,Lagos,No,12,No,Blocks Of Flats," ₦30,000,000/year"
5,No,5,6,Ikoyi,Lagos,No,,No,Detached Duplex," ₦80,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
10,No,10,10,Lekki,Lagos,No,,No,School Commercial Property," ₦45,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,,No,Detached Duplex," ₦17,000,000/year"
3,No,3,4,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦12,000,000/year"
3,No,3,4,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦11,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦8,000,000/year"
3,No,3,4,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦55,000,000/year"
5,No,5,6,Ikoyi,Lagos,No,,No,Detached Duplex," ₦30,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦11,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,,No,Detached Duplex," ₦17,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦10,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦35,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦8,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦7,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦7,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦8,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Detached Duplex," ₦17,000,000/year"
2,No,2,3,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦25,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Detached Duplex," ₦6,500,000/year"
4,No,4,5,Ibadan,Oyo,No,,No,Detached Duplex," ₦7,000,000/year"
4,No,4,5,Ibadan,Oyo,No,,No,Terraced Duplex," ₦4,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Self Contain Flat Apartment," ₦3,500,000/year"
,No,,,Ibadan,Oyo,No,,No,Self Contain Flat Apartment," ₦3,500,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦5,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Self Contain Flat Apartment," ₦3,500,000/year"
,No,,,Ibadan,Oyo,No,,No,Semi Detached Duplex," ₦7,000,000/year"
5,No,5,6,Ibadan,Oyo,No,,No,Detached Duplex," ₦5,000,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦5,000,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦1,500,000/year"
4,No,4,5,Ibadan,Oyo,No,,No,Self Contain Flat Apartment," ₦7,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Self Contain Flat Apartment," ₦4,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Semi Detached Bungalow," ₦2,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Self Contain Flat Apartment," ₦1,800,000/year"
,No,,,Ibadan,Oyo,No,,No,Detached Duplex," ₦8,000,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦5,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Terraced Duplex," ₦5,000,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦6,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Semi Detached Bungalow," ₦2,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Blocks Of Flats," ₦5,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦35,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦13,000,000/year"
4,No,4,5,Lekki,Lagos,No,17,No,Terraced Duplex," ₦25,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,No,Terraced Duplex," ₦10,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
5,No,5,6,Wuye,Abuja,No,,No,Semi Detached Duplex," ₦30,000,000/year"
4,No,4,5,Life Camp,Abuja,No,,No,Terraced Duplex," ₦9,000,000/year"
4,No,4,5,Life Camp,Abuja,No,,No,Terraced Duplex," ₦9,000,000/year"
4,No,4,5,Life Camp,Abuja,No,,No,Terraced Duplex," ₦12,000,000/year"
3,Yes,4,4,Apo,Abuja,No,8,Yes,Blocks Of Flats," ₦7,000,000/year"
4,Yes,5,5,Guzape,Abuja,No,8,Yes,Terraced Duplex," ₦17,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦40,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦11,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦5,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦6,500,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
3,No,3,4,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦15,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Detached Duplex," ₦13,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦12,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,,No,Detached Duplex," ₦20,000,000/year"
2,No,2,3,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦25,000,000/year"
3,No,3,4,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦30,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦9,500,000/year"
4,No,4,5,Ikoyi,Lagos,No,,No,Massionette," ₦25,000,000/year"
3,No,3,4,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦30,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦9,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦13,000,000/year"
2,No,2,3,Ikoyi,Lagos,No,,No,Blocks Of Flats," ₦12,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,,No,Terraced Duplex," ₦35,000,000/year"
4,No,4,5,Ikoyi,Lagos,No,,No,Detached Duplex," ₦50,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦12,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,,No,Massionette," ₦45,000,000/year"
2,No,2,3,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
2,No,2,3,Ibadan,Oyo,No,,No,Flat Apartment," ₦2,600,000/year"
4,No,4,5,Ibadan,Oyo,No,,No,Terraced Duplex," ₦7,000,000/year"
4,No,4,5,Ibadan,Oyo,No,,No,Terraced Duplex," ₦6,000,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Flat Apartment," ₦3,000,000/year"
3,No,3,4,Ibadan,Oyo,No,,No,Semi Detached Duplex," ₦7,000,000/year"
3,No,3,4,Ibadan,Oyo,No,,No,Flat Apartment," ₦3,000,000/year"
3,No,4,4,Ajah,Lagos,No,15,Yes,Flat Apartment," ₦3,000,000"
3,Yes,4,4,Ajah,Lagos,No,8,No,Terraced Duplex," ₦2,500,000/year"
3,No,4,4,Ajah,Lagos,No,15,Yes,Flat Apartment," ₦60,000,000"
2,No,3,3,Ajah,Lagos,No,15,No,Flat Apartment," ₦2,700,000/year"
3,No,4,4,Ajah,Lagos,No,15,No,Flat Apartment," ₦2,800,000/year"
2,No,3,3,Ajah,Lagos,No,15,No,Flat Apartment," ₦2,000,000/year"
2,Yes,3,3,Ajah,Lagos,No,8,Yes,Flat Apartment," ₦2,700,000/year"
2,Yes,3,3,Ajah,Lagos,No,8,No,Flat Apartment," ₦2,700,000/year"
2,No,3,3,Ajah,Lagos,No,6,No,Flat Apartment," ₦1,500,000/year"
2,Yes,3,3,Ajah,Lagos,No,18,No,Flat Apartment," ₦1,500,000/year"
1,No,1,1,Ajah,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦750,000"
3,Yes,4,4,Ajah,Lagos,No,8,No,Flat Apartment," ₦2,500,000/year"
3,No,4,4,Lekki,Lagos,No,15,Yes,Flat Apartment," ₦6,000,000/year"
1,No,2,2,Ajah,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦1,600,000"
3,No,4,4,Ajah,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
1,Yes,2,2,Ajah,Lagos,No,8,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
3,No,,4,Ajah,Lagos,No,15,No,Blocks Of Flats," ₦2,700,000/year"
2,Yes,3,3,Ajah,Lagos,No,8,No,Flat Apartment," ₦3,000,000/year"
1,No,2,2,Ajah,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦13,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦7,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦15,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦30,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
3,No,4,4,Ibadan,Oyo,No,,No,Detached Bungalow," ₦2,500,000/year"
